diagnos,grp,code,name,name_english,sdb_amne
C78,0213,C78,Sekundär malign tumör (metastas) i andningsorganen eller matsmältningsorganen,Secondary malignant neoplasm of respiratory and digestive organs,Dödsorsaker
C79,0213,C79,Sekundär malign tumör (metastas) med andra lokalisationer,Secondary malignant neoplasm of other sites,Dödsorsaker
C80,0213,C80,Malign tumör utan specificerad lokalisation,Malignant neoplasm without specification of site,Dödsorsaker
0214,02,C81-C96,"Maligna tumörer i lymfatisk, blodbildande och besläktad vävnad","Malignant neoplasms of lymphoid, haematopoietic and related tissue",Dödsorsaker
C81,0214,C81,Hodgkins sjukdom,Hodgkin's disease,Dödsorsaker
C82,0214,C82,Follikulärt non-Hodgkin-lymfom (B-cell),Follicular [nodular] non-Hodgkin's lymphoma,Dödsorsaker
C83,0214,C83,Diffust non-Hodgkin-lymfom (B-cellstyp),Diffuse non-Hodgkin's lymphoma,Dödsorsaker
C84,0214,C84,Perifera eller kutana T-cellslymfom,Peripheral and cutaneous T-cell lymphomas,Dödsorsaker
C85,0214,C85,Andra eller icke specificerade typer av non-Hodgkin-lymfom,Other and unspecified types of non-Hodgkin's lymphoma,Dödsorsaker
C86,0214,C86,Andra specificerade typer av T/NK-cellslymfom,Other specified types of T/NK-cell lymphoma,Dödsorsaker
C88,0214,C88,Maligna immunoproliferativa sjukdomar,Malignant immunoproliferative diseases,Dödsorsaker
C90,0214,C90,Plasmacellstumörer,Multiple myeloma and malignant plasma cell neoplasms,Dödsorsaker
C91,0214,C91,Lymfatiska leukemier,Lymphoid leukaemia,Dödsorsaker
C92,0214,C92,Myeloiska leukemier,Myeloid leukaemia,Dödsorsaker
C93,0214,C93,Monocytleukemier,Monocytic leukaemia,Dödsorsaker
C94,0214,C94,Andra specificerade leukemier,Other leukaemias of specified cell type,Dödsorsaker
C95,0214,C95,Leukemi med icke specificerad celltyp,Leukaemia of unspecified cell type,Dödsorsaker
C96,0214,C96,"Övriga eller icke specificerade maligna tumörer i lymfoid, blodbildande eller besläktad vävnad","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Dödsorsaker
0215,02,C97-C97,Flera (primära) maligna tumörer med olika utgångspunkter,Malignant neoplasms of independent (primary) multiple sites,Dödsorsaker
C97,0215,C97,Flera (primära) maligna tumörer med olika utgångspunkter,Malignant neoplasms of independent (primary) multiple sites,Dödsorsaker
0216,02,D00-D09,Cancer in situ (lokalt begränsad cancer utgången från epitel),In situ neoplasms,Dödsorsaker
D00,0216,D00,"Cancer in situ i munhåla, esofagus eller magsäck","Carcinoma in situ of oral cavity, oesophagus and stomach",Dödsorsaker
D01,0216,D01,Cancer in situ i andra eller icke specificerade delar av matsmältningsorganen,Carcinoma in situ of other and unspecified digestive organs,Dödsorsaker
D02,0216,D02,Cancer in situ i mellanöra eller andningsorgan,Carcinoma in situ of middle ear and respiratory system,Dödsorsaker
D03,0216,D03,Melanom in situ,Melanoma in situ,Dödsorsaker
D04,0216,D04,Cancer in situ i huden,Carcinoma in situ of skin,Dödsorsaker
D05,0216,D05,Cancer in situ i bröstkörtel,Carcinoma in situ of breast,Dödsorsaker
D06,0216,D06,Cancer in situ i livmoderhalsen,Carcinoma in situ of cervix uteri,Dödsorsaker
D07,0216,D07,Cancer in situ i andra eller icke specificerade könsorgan,Carcinoma in situ of other and unspecified genital organs,Dödsorsaker
D09,0216,D09,Cancer in situ med annan eller icke specificerad lokalisation,Carcinoma in situ of other and unspecified sites,Dödsorsaker
0217,02,D10-D36,Benigna tumörer,Benign neoplasms,Dödsorsaker
D10,0217,D10,Benign tumör i munhåla eller svalg,Benign neoplasm of mouth and pharynx,Dödsorsaker
D11,0217,D11,Benign tumör i de stora spottkörtlarna,Benign neoplasm of major salivary glands,Dödsorsaker
D12,0217,D12,"Benign tumör i tjocktarm, ändtarm, anus eller analkanal","Benign neoplasm of colon, rectum, anus and anal canal",Dödsorsaker
D13,0217,D13,Benign tumör i andra eller ofullständigt angivna delar av matsmältningsorganen,Benign neoplasm of other and ill-defined parts of digestive system,Dödsorsaker
D14,0217,D14,Benign tumör i mellanöra eller andningsorgan,Benign neoplasm of middle ear and respiratory system,Dödsorsaker
D15,0217,D15,Benign tumör i andra eller icke specificerade organ i brösthålan,Benign neoplasm of other and unspecified intrathoracic organs,Dödsorsaker
D16,0217,D16,Benign tumör i ben eller ledbrosk,Benign neoplasm of bone and articular cartilage,Dödsorsaker
D17,0217,D17,Lipom (fettsvulst),Benign lipomatous neoplasm,Dödsorsaker
D18,0217,D18,"Hemangiom (blodkärlssvulst) eller lymfangiom (lymfkärlssvulst), alla lokalisationer","Haemangioma and lymphangioma, any site",Dödsorsaker
D19,0217,D19,Benign tumör i mesotelial (kroppshåletäckande) vävnad,Benign neoplasm of mesothelial tissue,Dödsorsaker
D20,0217,D20,Benign tumör i mjukvävnad i retroperitonealrummet (utrymmet bakom bukhinnan) eller i peritoneum (bukhinnan),Benign neoplasm of soft tissue of retroperitoneum and peritoneum,Dödsorsaker
D21,0217,D21,Andra benigna tumörer i bindväv eller annan mjukvävnad,Other benign neoplasms of connective and other soft tissue,Dödsorsaker
D22,0217,D22,Melanocytnevus,Melanocytic naevi,Dödsorsaker
D23,0217,D23,Andra benigna tumörer i huden,Other benign neoplasms of skin,Dödsorsaker
D24,0217,D24,Benign tumör i bröstkörtel,Benign neoplasm of breast,Dödsorsaker
D25,0217,D25,Uterusmyom (muskelsvulst i livmodern),Leiomyoma of uterus,Dödsorsaker
D26,0217,D26,Andra benigna tumörer i livmodern,Other benign neoplasms of uterus,Dödsorsaker
D27,0217,D27,Benign tumör i ovarium,Benign neoplasm of ovary,Dödsorsaker
D28,0217,D28,Benign tumör i andra eller icke specificerade kvinnliga könsorgan,Benign neoplasm of other and unspecified female genital organs,Dödsorsaker
D29,0217,D29,Benign tumör i de manliga könsorganen,Benign neoplasm of male genital organs,Dödsorsaker
D30,0217,D30,Benign tumör i urinorganen,Benign neoplasm of urinary organs,Dödsorsaker
D31,0217,D31,Benign tumör i öga eller närliggande vävnader,Benign neoplasm of eye and adnexa,Dödsorsaker
D32,0217,D32,Benign tumör i centrala nervsystemets hinnor,Benign neoplasm of meninges,Dödsorsaker
D33,0217,D33,Benign tumör i hjärnan eller andra delar av centrala nervsystemet,Benign neoplasm of brain and other parts of central nervous system,Dödsorsaker
D34,0217,D34,Benign tumör i tyreoidea (sköldkörteln),Benign neoplasm of thyroid gland,Dödsorsaker
D35,0217,D35,Benign tumör i andra eller icke specificerade endokrina körtlar,Benign neoplasm of other and unspecified endocrine glands,Dödsorsaker
D36,0217,D36,Benign tumör med annan eller icke specificerad lokalisation,Benign neoplasm of other and unspecified sites,Dödsorsaker
0218,02,D37-D48,Tumörer av osäker eller okänd natur,Neoplasms of uncertain or unknown behaviour,Dödsorsaker
D37,0218,D37,Tumör av osäker eller okänd natur i munhålan eller matsmältningsorganen,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,Dödsorsaker
D38,0218,D38,"Tumör av osäker eller okänd natur i mellanöra, andningsorganen eller bröstkorgens organ",Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,Dödsorsaker
D39,0218,D39,Tumör av osäker eller okänd natur i de kvinnliga könsorganen,Neoplasm of uncertain or unknown behaviour of female genital organs,Dödsorsaker
D40,0218,D40,Tumör av osäker eller okänd natur i de manliga könsorganen,Neoplasm of uncertain or unknown behaviour of male genital organs,Dödsorsaker
D41,0218,D41,Tumör av osäker eller okänd natur i urinorganen,Neoplasm of uncertain or unknown behaviour of urinary organs,Dödsorsaker
D42,0218,D42,Tumör av osäker eller okänd natur i centrala nervsystemets hinnor,Neoplasm of uncertain or unknown behaviour of meninges,Dödsorsaker
D43,0218,D43,Tumör av osäker eller okänd natur i hjärnan eller andra delar av centrala nervsystemet,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,Dödsorsaker
D44,0218,D44,Tumör av osäker eller okänd natur i de endokrina körtlarna,Neoplasm of uncertain or unknown behaviour of endocrine glands,Dödsorsaker
D45,0218,D45,Polycythaemia vera (sjuklig ökning av antalet röda blodkroppar),Polycythaemia vera,Dödsorsaker
D46,0218,D46,Myelodysplastiska syndrom,Myelodysplastic syndromes,Dödsorsaker
D47,0218,D47,"Andra tumörer av osäker eller okänd natur i lymfatisk, blodbildande eller besläktad vävnad","Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",Dödsorsaker
D48,0218,D48,Tumör av osäker eller okänd natur med annan eller icke specificerad lokalisation,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,Dödsorsaker
03,00,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Dödsorsaker
0301,03,D50-D53,Nutritionsanemier,Nutritional anaemias,Dödsorsaker
D50,0301,D50,Järnbristanemi,Iron deficiency anaemia,Dödsorsaker
D51,0301,D51,Anemi på grund av vitamin B12-brist,Vitamin B12 deficiency anaemia,Dödsorsaker
D52,0301,D52,Folatbristanemi,Folate deficiency anaemia,Dödsorsaker
D53,0301,D53,Andra nutritionsanemier,Other nutritional anaemias,Dödsorsaker
0302,03,D55-D59,Hemolytiska anemier (blodbrist på grund av ökad nedbrytning av röda blodkroppar),Haemolytic anaemias,Dödsorsaker
D55,0302,D55,Anemi orsakad av enzymrubbningar,Anaemia due to enzyme disorders,Dödsorsaker
D56,0302,D56,Talassemi (medelhavsanemi),Thalassaemia,Dödsorsaker
D57,0302,D57,Sicklecellssjukdomar,Sickle-cell disorders,Dödsorsaker
D58,0302,D58,Andra ärftliga hemolytiska anemier (ärftlig blodbrist på grund av ökad nedbrytning av röda blodkroppar),Other hereditary haemolytic anaemias,Dödsorsaker
D59,0302,D59,Förvärvad hemolytisk anemi (förvärvad blodbrist på grund av ökad nedbrytning av röda blodkroppar),Acquired haemolytic anaemia,Dödsorsaker
0303,03,D60-D64,Aplastisk anemi (blodbrist på grund av upphörd eller minskad blodbildning i benmärgen) och andra anemier,Aplastic and other anaemias,Dödsorsaker
D60,0303,D60,Förvärvad isolerad aplasi av röda blodkroppar [Aquired pure red cell aplasia],Acquired pure red cell aplasia [erythroblastopenia],Dödsorsaker
D61,0303,D61,Andra aplastiska anemier (annan blodbrist på grund av upphörd eller minskad blodbildning i benmärgen),Other aplastic anaemias,Dödsorsaker
D62,0303,D62,Anemi efter akut större blödning,Acute posthaemorrhagic anaemia,Dödsorsaker
D63,0303,D63,Anemi vid kroniska sjukdomar som klassificeras annorstädes,Anaemia in chronic diseases classified elsewhere,Dödsorsaker
D64,0303,D64,Andra anemier,Other anaemias,Dödsorsaker
0304,03,D65-D69,"Koagulationsrubbningar, purpura (punktformiga blödningar i huden mm) och andra blödningstillstånd","Coagulation defects, purpura and other haemorrhagic conditions",Dödsorsaker
D65,0304,D65,Disseminerad intravasal koagulation [defibrineringssyndrom],Disseminated intravascular coagulation [defibrination syndrome],Dödsorsaker
D66,0304,D66,Ärftlig brist på faktor VIII,Hereditary factor VIII deficiency,Dödsorsaker
D67,0304,D67,Ärftlig brist på faktor IX,Hereditary factor IX deficiency,Dödsorsaker
D68,0304,D68,Andra koagulationsrubbningar,Other coagulation defects,Dödsorsaker
D69,0304,D69,Purpura (punktformiga blödningar i huden mm) eller andra blödningstillstånd,Purpura and other haemorrhagic conditions,Dödsorsaker
0305,03,D70-D77,Andra sjukdomar i blod och blodbildande organ,Other diseases of blood and blood-forming organs,Dödsorsaker
D70,0305,D70,Agranulocytos,Agranulocytosis,Dödsorsaker
D71,0305,D71,Funktionella rubbningar hos polymorfkärniga neutrofila celler (vissa vita blodkroppar),Functional disorders of polymorphonuclear neutrophils,Dödsorsaker
D72,0305,D72,Andra sjukdomar i vita blodkroppar,Other disorders of white blood cells,Dödsorsaker
D73,0305,D73,Sjukdomar i mjälten,Diseases of spleen,Dödsorsaker
D74,0305,D74,Methemoglobinemi,Methaemoglobinaemia,Dödsorsaker
D75,0305,D75,Andra sjukdomar i blod eller blodbildande organ,Other diseases of blood and blood-forming organs,Dödsorsaker
D76,0305,D76,Vissa sjukdomar som engagerar lymforetikulär vävnad eller retikulohistiocytära systemet,Certain diseases involving lymphoreticular tissue and reticulohistiocytic system,Dödsorsaker
D77,0305,D77,Andra förändringar i blod eller blodbildande organ vid sjukdomar som klassificeras annorstädes,Other disorders of blood and blood-forming organs in diseases classified elsewhere,Dödsorsaker
0306,03,D80-D89,Vissa rubbningar i immunsystemet,Certain disorders involving the immune mechanism,Dödsorsaker
D80,0306,D80,Immunbrist med huvudsakligen antikroppsdefekter,Immunodeficiency with predominantly antibody defects,Dödsorsaker
D81,0306,D81,Kombinerade immunbristtillstånd,Combined immunodeficiencies,Dödsorsaker
D82,0306,D82,Immunbrist i kombination med andra omfattande defekter,Immunodeficiency associated with other major defects,Dödsorsaker
D83,0306,D83,Vanlig variabel immunbrist,Common variable immunodeficiency,Dödsorsaker
D84,0306,D84,Andra immunbristtillstånd,Other immunodeficiencies,Dödsorsaker
D86,0306,D86,Sarkoidos,Sarcoidosis,Dödsorsaker
D89,0306,D89,Andra rubbningar i immunsystemet som ej klassificeras annorstädes,"Other disorders involving the immune mechanism, not elsewhere classified",Dödsorsaker
04,00,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar","Endocrine, nutritional and metabolic diseases",Dödsorsaker
0401,04,E00-E07,Sjukdomar i sköldkörteln,Disorders of thyroid gland,Dödsorsaker
E00,0401,E00,Medfött jodbristsyndrom,Congenital iodine-deficiency syndrome,Dödsorsaker
E01,0401,E01,Jodbristrelaterade sköldkörtelsjukdomar eller därmed sammanhängande tillstånd,Iodine-deficiency-related thyroid disorders and allied conditions,Dödsorsaker
E02,0401,E02,Subklinisk jodbristhypotyreos (underfunktion av sköldkörteln),Subclinical iodine-deficiency hypothyroidism,Dödsorsaker
E03,0401,E03,Annan hypotyreos (underfunktion av sköldkörteln),Other hypothyroidism,Dödsorsaker
E04,0401,E04,Annan atoxisk struma (struma utan överfunktion),Other nontoxic goitre,Dödsorsaker
E05,0401,E05,Tyreotoxikos [hypertyreos] (överfunktion av sköldkörteln),Thyrotoxicosis [hyperthyroidism],Dödsorsaker
E06,0401,E06,Sköldkörtelinflammation,Thyroiditis,Dödsorsaker
E07,0401,E07,Andra sjukdomar i sköldkörteln,Other disorders of thyroid,Dödsorsaker
0402,04,E10-E14,Diabetes,Diabetes mellitus,Dödsorsaker
E10,0402,E10,Insulinberoende diabetes,Insulin-dependent diabetes mellitus,Dödsorsaker
E11,0402,E11,Ej insulinberoende diabetes,Non-insulin-dependent diabetes mellitus,Dödsorsaker
E12,0402,E12,Näringsbristrelaterad diabetes,Malnutrition-related diabetes mellitus,Dödsorsaker
E13,0402,E13,Annan specificerad diabetes,Other specified diabetes mellitus,Dödsorsaker
E14,0402,E14,Icke specificerad diabetes,Unspecified diabetes mellitus,Dödsorsaker
0403,04,E15-E16,Andra rubbningar i glukosreglering och bukspottkörtelns inre sekretion,Other disorders of glucose regulation and pancreatic internal secretion,Dödsorsaker
E15,0403,E15,Icke diabetiskt hypoglykemiskt koma (djup medvetslöshet på grund av glukosbrist),Nondiabetic hypoglycaemic coma,Dödsorsaker
E16,0403,E16,Andra rubbningar i bukspottkörtelns inre sekretion,Other disorders of pancreatic internal secretion,Dödsorsaker
0404,04,E20-E35,Sjukdomar i andra endokrina körtlar,Disorders of other endocrine glands,Dödsorsaker
E20,0404,E20,Hypoparatyreoidism (underfunktion av bisköldkörtel),Hypoparathyroidism,Dödsorsaker
E21,0404,E21,Hyperparatyreoidism (överfunktion av bisköldkörtel) eller andra sjukdomar i bisköldkörtlarna,Hyperparathyroidism and other disorders of parathyroid gland,Dödsorsaker
E22,0404,E22,Hyperfunktion av hypofysen,Hyperfunction of pituitary gland,Dödsorsaker
E23,0404,E23,Hypofunktion eller andra sjukdomar i hypofysen,Hypofunction and other disorders of pituitary gland,Dödsorsaker
E24,0404,E24,Cushings syndrom (överproduktion av binjurebarkhormoner),Cushing's syndrome,Dödsorsaker
E25,0404,E25,Adrenogenitala rubbningar (rubbningar i binjurens produktion av könshormon),Adrenogenital disorders,Dödsorsaker
E26,0404,E26,Hyperaldosteronism (överproduktion av aldosteron),Hyperaldosteronism,Dödsorsaker
E27,0404,E27,Andra sjukdomar i binjurarna,Other disorders of adrenal gland,Dödsorsaker
E28,0404,E28,Rubbningar i äggstockarnas funktion,Ovarian dysfunction,Dödsorsaker
E29,0404,E29,Rubbningar i testiklarnas funktion,Testicular dysfunction,Dödsorsaker
E30,0404,E30,Pubertetsstörningar som ej klassificeras annorstädes,"Disorders of puberty, not elsewhere classified",Dödsorsaker
E31,0404,E31,Samtidig rubbning i flera inresekretoriska organ,Polyglandular dysfunction,Dödsorsaker
E32,0404,E32,Sjukdomar i tymus,Diseases of thymus,Dödsorsaker
E34,0404,E34,Andra endokrina rubbningar,Other endocrine disorders,Dödsorsaker
E35,0404,E35,Endokrina rubbningar vid sjukdomar som klassificeras annorstädes,Disorders of endocrine glands in diseases classified elsewhere,Dödsorsaker
0405,04,E40-E46,Näringsbrist,Malnutrition,Dödsorsaker
E40,0405,E40,Svår proteinundernäring [Kwashiorkor],Kwashiorkor,Dödsorsaker
E41,0405,E41,Svår energiundernäring,Nutritional marasmus,Dödsorsaker
E42,0405,E42,Svår protein-energiundernäring,Marasmic kwashiorkor,Dödsorsaker
E43,0405,E43,Icke specificerad svår undernäring,Unspecified severe protein-energy malnutrition,Dödsorsaker
