drg,name,sdb_amne,sdb_titel
W55N,"Rehab vid annat trauma, med urineringsproblem.",DRG i sluten vård,DRG_2012_och_senare
W56N,Rehab vid amputation UNS,DRG i sluten vård,DRG_2012_och_senare
W57N,Rehab vid amputation. Beroende av förflyttningshjälpmedel,DRG i sluten vård,DRG_2012_och_senare
W58N,Rehab av annat skäl UNS,DRG i sluten vård,DRG_2012_och_senare
W59N,Rehab av annat skäl. Gångproblem,DRG i sluten vård,DRG_2012_och_senare
W60N,Rehab av annat skäl. Interaktionsproblem,DRG i sluten vård,DRG_2012_och_senare
W61N,"Rehab av annat skäl, med urineringsproblem",DRG i sluten vård,DRG_2012_och_senare
W62N,"Rehab av annat skäl, med interaktions- och urineringsproblem",DRG i sluten vård,DRG_2012_och_senare
W63N,Inpassning av annan yttre protes,DRG i sluten vård,DRG_2012_och_senare
W63O,"Rehabilitering, öppenvård",DRG i sluten vård,DRG_2012_och_senare
V99O,Övriga läkarbesök vid brännskador,DRG i sluten vård,DRG_2012_och_senare
W99O,Övriga läkarbesök vid andra problem,DRG i sluten vård,DRG_2012_och_senare
V99X,Läkarbesök i team vid brännskador,DRG i sluten vård,DRG_2012_och_senare
W99X,Läkarbesök i team vid andra problem,DRG i sluten vård,DRG_2012_och_senare
V99Z,Läkarvård per tel vid brännskador,DRG i sluten vård,DRG_2012_och_senare
W99Z,Läkarvård per tel vid andra problem,DRG i sluten vård,DRG_2012_och_senare
X01O,"Intensivvårdsåtgärder, besök",DRG i sluten vård,DRG_2012_och_senare
X02O,"Övervakning inom anestesiologi och intensivvård, besök",DRG i sluten vård,DRG_2012_och_senare
X03O,"Arteriella nålar och katetrar, besök",DRG i sluten vård,DRG_2012_och_senare
X05O,"Implantation av pump el injektionsport, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X06O,"Underhåll av läkemedelspump eller injektionsport, besök",DRG i sluten vård,DRG_2012_och_senare
X10O,"Strålbehandling, resurskrävande i narkos, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X11O,"Strålbehandling, resurskrävande, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X12O,"Strålbehandling inklusive förberedande åtgärder, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X13O,"Brakyterapi och isotopbehandling, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X14O,"Strålbehandling, mindre resurskrävande, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X15O,"Strålbehandlingsförberedelser, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X20O,"Farmakologiska smärttester, besök",DRG i sluten vård,DRG_2012_och_senare
X21O,"Sensoriska smärttester, besök",DRG i sluten vård,DRG_2012_och_senare
X22O,"Fördjupad smärtanalys, besök",DRG i sluten vård,DRG_2012_och_senare
X23O,"Smärtbehandling med sensorisk stimulering, besök",DRG i sluten vård,DRG_2012_och_senare
X24O,"Biofeedback och suggetionsterapi, besök",DRG i sluten vård,DRG_2012_och_senare
X30O,"Dialyskontroll, besök",DRG i sluten vård,DRG_2012_och_senare
X31O,"Pacemaker-/ICD-kontroll, besök",DRG i sluten vård,DRG_2012_och_senare
X32O,"Stomier, kontroll och underhåll, besök",DRG i sluten vård,DRG_2012_och_senare
X33O,"Kontroll av patient med pågående behandling, resurskrävande, besök",DRG i sluten vård,DRG_2012_och_senare
X35O,"Allergi- eller immunbristutredning med provokation, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X36O,"Allergi- eller immunbristutredning, besök",DRG i sluten vård,DRG_2012_och_senare
X40O,"Diagnostik och behandling med ljus, övrig, besök",DRG i sluten vård,DRG_2012_och_senare
X41O,"Nuklearmedicinsk diagnostik, besök",DRG i sluten vård,DRG_2012_och_senare
X42O,"Bestämning av kroppssammansättning, besök",DRG i sluten vård,DRG_2012_och_senare
X43O,"Ultraljud, övrigt, besök",DRG i sluten vård,DRG_2012_och_senare
X44O,"Neuromuskulär diagnostik och terapi, övrig, besök",DRG i sluten vård,DRG_2012_och_senare
X45O,"Fysiologiska/funktionella undersökningar, övriga, besök",DRG i sluten vård,DRG_2012_och_senare
X46O,"Yrkes- och miljömedicinska utredningar, besök",DRG i sluten vård,DRG_2012_och_senare
X47O,"Yrkes- och miljömedicinska mätningar, besök",DRG i sluten vård,DRG_2012_och_senare
X51O,"Venkatetrar, besök",DRG i sluten vård,DRG_2012_och_senare
X53O,"Spolning eller avlägsnande av dränage, besök",DRG i sluten vård,DRG_2012_och_senare
X54O,"Ödembehandling, besök",DRG i sluten vård,DRG_2012_och_senare
X55O,"Hjälpmedelsåtgärder, besök",DRG i sluten vård,DRG_2012_och_senare
X56O,"Protesutprovning eller kontroll, besök",DRG i sluten vård,DRG_2012_och_senare
X57O,"Motorisk funktionsträning, besök",DRG i sluten vård,DRG_2012_och_senare
X58O,"Övriga mindre åtgärder, besök",DRG i sluten vård,DRG_2012_och_senare
X60O,"Undersökning av kommunikation, språk, tal och röst, besök",DRG i sluten vård,DRG_2012_och_senare
X61O,"Bild- eller ljuddokumentation, ej röntgen, besök",DRG i sluten vård,DRG_2012_och_senare
X62O,"Information och utbildning, besök",DRG i sluten vård,DRG_2012_och_senare
X63O,"Vårdadministrativa åtgärder, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X70O,"Läkemedelstillförsel intravasalt, öppenvård",DRG i sluten vård,DRG_2012_och_senare
X71O,"Läkemedelstillförsel, övrig resurskrävande, besök",DRG i sluten vård,DRG_2012_och_senare
X72O,"Läkemedelstillförsel, övrig mindre resurskrävande, besök",DRG i sluten vård,DRG_2012_och_senare
X75O,"Funktionsutredningar, besök",DRG i sluten vård,DRG_2012_och_senare
X90Z,"Annan vård per telefon, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Y75O,Övriga psykologbesök,DRG i sluten vård,DRG_2012_och_senare
Y75X,Psykologbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y75Y,Psykologbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y76O,Övriga logopedbesök,DRG i sluten vård,DRG_2012_och_senare
Y76X,Logopedbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y76Y,Logopedbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y77O,Övriga kuratorbesök,DRG i sluten vård,DRG_2012_och_senare
Y77X,Kuratorbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y77Y,Kuratorbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y78O,Övriga ortoptistbesök,DRG i sluten vård,DRG_2012_och_senare
Y78X,Ortoptistbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y78Y,Ortoptistbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y79O,Övriga arbetsterapeutbesök,DRG i sluten vård,DRG_2012_och_senare
Y79X,Arbetsterapeutbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y79Y,Arbetsterapeutbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y80O,Övriga dietistbesök,DRG i sluten vård,DRG_2012_och_senare
Y80X,Dietistbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y80Y,Dietistbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y81O,Övriga audionombesök,DRG i sluten vård,DRG_2012_och_senare
Y81X,Audionombesök med team,DRG i sluten vård,DRG_2012_och_senare
Y81Y,Audionombesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y82O,Övriga sjukgymnastbesök,DRG i sluten vård,DRG_2012_och_senare
Y82X,Sjukgymnastbesök med team,DRG i sluten vård,DRG_2012_och_senare
Y82Y,Sjukgymnastbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y83O,Övriga sjuksköterskebesök,DRG i sluten vård,DRG_2012_och_senare
Y83X,Sjuksköterskebesök med team,DRG i sluten vård,DRG_2012_och_senare
Y83Y,Sjuksköterskebesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Y84O,Övriga skötarebesök,DRG i sluten vård,DRG_2012_och_senare
Y85O,Övriga undersköterskebesök,DRG i sluten vård,DRG_2012_och_senare
Y90O,Övriga besök annan vårdgivarekategori,DRG i sluten vård,DRG_2012_och_senare
Y99Y,Läkarbesök i grupp el gruppteam,DRG i sluten vård,DRG_2012_och_senare
Z50A,"Tyngre sällsynt, eller felaktig, kombination av huvuddiagnos och åtgärd, mycket komplicerat",DRG i sluten vård,DRG_2012_och_senare
Z50C,"Tyngre sällsynt, eller felaktig, kombination av huvuddiagnos och åtgärd, komplicerat",DRG i sluten vård,DRG_2012_och_senare
Z50E,"Tyngre sällsynt, eller felaktig, kombination av huvuddiagnos och åtgärd, ej komplicerat",DRG i sluten vård,DRG_2012_och_senare
Z50O,"Tyngre sällsynt, eller felaktig, kombination av huvuddiagnos och åtgärd, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z60N,"Annan sällsynt, eller felaktig, kombination av huvuddiagnos och åtgärd",DRG i sluten vård,DRG_2012_och_senare
Z60O,"Annan sällsynt, eller felaktig, kombination av huvuddiagnos och åtgärd, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z70N,Huvuddiagnos fattas,DRG i sluten vård,DRG_2012_och_senare
Z70O,"Huvuddiagnos fattas, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z71N,Huvuddiagnos ogiltig,DRG i sluten vård,DRG_2012_och_senare
Z71O,"Huvuddiagnos ogiltig, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z72N,Huvuddiagnos och patientens kön passar inte ihop,DRG i sluten vård,DRG_2012_och_senare
Z72O,"Huvuddiagnos och patientens kön passar inte ihop, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z73N,Patientens kön fattas,DRG i sluten vård,DRG_2012_och_senare
Z73O,"Patientens kön fattas, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z74N,Omöjlig eller alltför ospecificerad åtgärd,DRG i sluten vård,DRG_2012_och_senare
Z74O,"Omöjlig eller alltför ospecificerad åtgärd, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z75N,Patienten är för ung för diagnosen,DRG i sluten vård,DRG_2012_och_senare
Z75O,"Patienten är för ung för diagnosen, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z76N,Patienten är för gammal för diagnosen,DRG i sluten vård,DRG_2012_och_senare
Z76O,"Patienten är för gammal för diagnosen, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z77N,Patientens ålder är felaktig (> 125 år),DRG i sluten vård,DRG_2012_och_senare
Z77O,"Patientens ålder är felaktig (> 125 år), öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z78N,Felaktig kombination av diagnos och åtgärd,DRG i sluten vård,DRG_2012_och_senare
Z78O,"Felaktig kombination av diagnos och åtgärd, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z79N,Felaktig diagnoskombination,DRG i sluten vård,DRG_2012_och_senare
Z79O,"Felaktig diagnoskombination, öppenvård",DRG i sluten vård,DRG_2012_och_senare
Z80O,"Besökstyp el yrkeskategori saknas, öppenvård",DRG i sluten vård,DRG_2012_och_senare
