diagnos,grp,code,name,comments,sdb_amne
1813,18,R95-R99,Ofullständigt definierade och okända orsaker till död,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
19,00,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1901,19,S00-S09,Skador på huvudet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1902,19,S10-S19,Skador på halsen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1903,19,S20-S29,Skador i bröstregionen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1904,19,S30-S39,"Skador i buken, nedre delen av ryggen, ländkotpelaren och bäckenet",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1905,19,S40-S49,Skador på skuldra och överarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1906,19,S50-S59,Skador på armbåge och underarm,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1907,19,S60-S69,Skador på handled och hand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1908,19,S70-S79,Skador på höft och lår,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1909,19,S80-S89,Skador på knä och underben,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1910,19,S90-S99,Skador på fotled och fot,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1911,19,T00-T07,Skador som engagerar flera kroppsregioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1912,19,T08-T14,"Skador på icke specificerad del av bålen, extremitet eller annan kroppsregion",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1913,19,T15-T19,Effekter av främmande kropp som trängt in genom naturlig öppning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1914,19,T20-T25,Brännskador och frätskador på yttre kroppsyta med specificerad lokalisation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1915,19,T26-T28,Brännskador och frätskador begränsade till ögat och inre organ,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1916,19,T29-T32,Brännskador och frätskador på multipla och icke specificerade kroppsregioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1917,19,T33-T35,Köldskada,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1918,19,T36-T50,"Förgiftning av droger, läkemedel och biologiska substanser",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1919,19,T51-T65,Toxisk effekt av substanser med i huvudsak icke-medicinsk användning,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1920,19,T66-T78,Andra och icke specificerade effekter av yttre orsaker,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1921,19,T79-T79,Vissa tidiga komplikationer till skada genom yttre våld,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1922,19,T80-T88,Komplikationer till kirurgiska åtgärder och medicinsk vård som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
1923,19,T90-T98,"Sena besvär av skador, förgiftningar och andra följder av yttre orsaker",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
21,00,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2101,21,Z00-Z13,Kontakt med hälso- och sjukvården för undersökning och utredning,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2102,21,Z20-Z29,Potentiella hälsorisker avseende smittsamma sjukdomar,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2103,21,Z30-Z39,Kontakter med hälso- och sjukvården i samband med fortplantning,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2104,21,Z40-Z54,Kontakter med hälso- och sjukvården för speciella åtgärder och vård,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2105,21,Z55-Z65,Potentiella hälsorisker avseende socioekonomiska och psykosociala förhållanden,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2106,21,Z70-Z76,Kontakter med hälso- och sjukvården i andra situationer,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
2107,21,Z80-Z99,Potentiella hälsorisker i familjens och patientens sjukhistoria samt vissa tillstånd och förhållanden som påverkar hälsan,endast i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
99,00,,Samtliga besök,Har ändrat namnet till bara "Samtliga". Namnet är "Samtliga diagnoser" i slutevård och "Samtliga besök" i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
99,00,,Samtliga diagnoser,Har ändrat namnet till bara "Samtliga". Namnet är "Samtliga diagnoser" i slutevård och "Samtliga besök" i öppenvård,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A00,0101,A00,Kolera,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A01,0101,A01,Tyfoidfeber och paratyfoidfeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A02,0101,A02,Andra salmonellainfektioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A03,0101,A03,"Shigellos (bakteriell dysenteri, rödsot)",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A04,0101,A04,Andra bakteriella tarminfektioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A05,0101,A05,Annan matförgiftning orsakad av bakterier som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A06,0101,A06,Amöbainfektion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A07,0101,A07,Andra protozosjukdomar i tarmen,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A08,0101,A08,Tarminfektioner orsakade av virus och andra specificerade organismer,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A09,0101,A09,Annan gastroenterit och kolit av infektiös och ospecificerad orsak,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A15,0102,A15,"Tuberkulos i andningsorganen, bakteriologiskt och histologiskt verifierad",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A16,0102,A16,"Tuberkulos i andningsorganen, ej verifierad bakteriologiskt eller histologiskt",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A17,0102,A17,Tuberkulos i nervsystemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A18,0102,A18,Tuberkulos i andra organ,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A19,0102,A19,Miliartuberkulos (utspridd tuberkulos),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A20,0103,A20,Pest,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A21,0103,A21,Tularemi (harpest),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A22,0103,A22,Mjältbrand,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A23,0103,A23,Undulantfeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A24,0103,A24,Rots och melioidos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A25,0103,A25,Råttbettsfeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A26,0103,A26,Erysipeloid,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A27,0103,A27,Leptospiros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A28,0103,A28,Andra djurburna bakteriesjukdomar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A30,0104,A30,Lepra,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A31,0104,A31,Sjukdomar orsakade av andra mykobakterier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A32,0104,A32,Listerios,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A33,0104,A33,Stelkramp hos nyfödd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A34,0104,A34,Obstetrisk stelkramp,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A35,0104,A35,Annan stelkramp,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A36,0104,A36,Difteri,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A37,0104,A37,Kikhosta,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A38,0104,A38,Scharlakansfeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A39,0104,A39,Meningokockinfektion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A40,0104,A40,Sepsis orsakad av streptokocker,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A41,0104,A41,Annan sepsis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A42,0104,A42,Aktinomykos (strålsvamp),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A43,0104,A43,Nokardios,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A44,0104,A44,Bartonellos,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A46,0104,A46,Rosfeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A48,0104,A48,Andra bakteriesjukdomar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A49,0104,A49,Bakterieinfektion med icke specificerad lokalisation,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A50,0105,A50,Medfödd syfilis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A51,0105,A51,Tidig syfilis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A52,0105,A52,Sen syfilis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A53,0105,A53,Annan och icke specificerad syfilis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A54,0105,A54,Gonokockinfektion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A55,0105,A55,Lymfogranulom (veneriskt) orsakat av klamydia,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A56,0105,A56,Andra sexuellt överförda klamydiasjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A57,0105,A57,Chankroid (mjuk schanker),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A58,0105,A58,Granuloma inguinale,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A59,0105,A59,Trikomonasinfektion,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A60,0105,A60,Anogenital infektion med herpes simplex-virus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A63,0105,A63,Andra huvudsakligen sexuellt överförda sjukdomar som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A64,0105,A64,Icke specificerad sexuellt överförd sjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A65,0106,A65,Icke venerisk syfilis,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A66,0106,A66,Yaws,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A67,0106,A67,Pinta,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A68,0106,A68,Återfallsfeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A69,0106,A69,Andra spiroketinfektioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A70,0107,A70,Infektion orsakad av Chlamydia psittaci (papegojsjuka),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A71,0107,A71,Trakom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A74,0107,A74,Andra sjukdomar orsakade av klamydier,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A75,0108,A75,"Fläcktyfus överförd av löss, loppor och kvalster",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A77,0108,A77,Rickettsiasjukdom överförd av fästingar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A78,0108,A78,Q-feber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A79,0108,A79,Andra rickettsiasjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A80,0109,A80,Akut polio (barnförlamning),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A81,0109,A81,Atypisk virusinfektion i centrala nervsystemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A82,0109,A82,Rabies (vattuskräck),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A83,0109,A83,Virusencefalit överförd av myggor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A84,0109,A84,Virusencefalit överförd av fästingar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A85,0109,A85,Andra virusencefaliter som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A86,0109,A86,Icke specificerad virusencefalit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A87,0109,A87,Virusmeningit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A88,0109,A88,Andra virusinfektioner i centrala nervsystemet som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A89,0109,A89,Icke specificerad virusinfektion i centrala nervsystemet,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A90,0110,A90,Denguefeber (klassisk dengue),,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A91,0110,A91,Hemorragisk denguefeber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A92,0110,A92,Andra febersjukdomar än dengue orsakade av virus överförda av myggor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A93,0110,A93,"Andra febersjukdomar orsakade av virus överförda av leddjur, som ej klassificeras annorstädes",,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A94,0110,A94,Icke specificerad febersjukdom orsakad av virus överfört av leddjur,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A95,0110,A95,Gula febern,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A96,0110,A96,Arenaviral hemorragisk feber,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A97,0110,A97,Dengue,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A98,0110,A98,Andra hemorragiska febersjukdomar orsakade av virus som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
A99,0110,A99,Icke specificerad hemorragisk febersjukdom orsakad av virus,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
alk,00,,Alkoholrelaterade diagnoser,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B00,0111,B00,Herpes simplex-infektioner,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B01,0111,B01,Vattkoppor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B02,0111,B02,Bältros,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B03,0111,B03,Smittkoppor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B04,0111,B04,Apkoppor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B05,0111,B05,Mässling,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B06,0111,B06,Röda hund,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B07,0111,B07,Virusvårtor,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B08,0111,B08,Andra virussjukdomar med hud- och slemhinneutslag som ej klassificeras annorstädes,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B09,0111,B09,Icke specificerad virusinfektion med hud- och slemhinneutslag,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B15,0112,B15,Akut hepatit A,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B16,0112,B16,Akut hepatit B,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B17,0112,B17,Annan akut virushepatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B18,0112,B18,Kronisk virushepatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B19,0112,B19,Icke specificerad virushepatit,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B20,0113,B20,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med infektions- och parasitsjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B21,0113,B21,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med maligna tumörer,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B22,0113,B22,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med andra specificerade sjukdomar,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B23,0113,B23,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med andra tillstånd,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B24,0113,B24,Icke specificerad sjukdom orsakad av humant immunbristvirus [HIV],,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
B25,0114,B25,Cytomegalvirussjukdom,,Diagnoser i sluten vård|Diagnoser i specialiserad öppen vård
