atc,grp,code,name,sdb_amne,sdb_titel
J04AK,J04A,J04AK,Övriga medel för behandling av tuberkulos,Läkemedel,ATC-koder
J04AK01,J04AK,J04AK01,Pyrazinamid,Läkemedel,ATC-koder
J04AK02,J04AK,J04AK02,Etambutol,Läkemedel,ATC-koder
J04AK03,J04AK,J04AK03,Terizidon,Läkemedel,ATC-koder
J04AK05,J04AK,J04AK05,Bedakilin,Läkemedel,ATC-koder
J04AM,J04A,J04AM,"Medel mot tuberkulos, kombinationer",Läkemedel,ATC-koder
J04AM02,J04AM,J04AM02,Rifampicin och isoniazid,Läkemedel,ATC-koder
J04AM05,J04AM,J04AM05,"Rifampicin, pyrazinamid och isoniazid",Läkemedel,ATC-koder
J04AM06,J04AM,J04AM06,"Rifampicin, pyrazinamid, etambutol och isoniazid",Läkemedel,ATC-koder
J04B,J04,J04B,Medel för behandling av lepra,Läkemedel,ATC-koder
J04BA,J04B,J04BA,Medel för behandling av lepra,Läkemedel,ATC-koder
J04BA01,J04BA,J04BA01,Klofazimin,Läkemedel,ATC-koder
J04BA02,J04BA,J04BA02,Dapson,Läkemedel,ATC-koder
J05,J,J05,Virushämmande medel för systemiskt bruk,Läkemedel,ATC-koder
J05A,J05,J05A,"Virushämmande medel, direktverkande",Läkemedel,ATC-koder
J05AB,J05A,J05AB,"Nukleosider och nukleotider, exkl. hämmare av omvänt transkriptas",Läkemedel,ATC-koder
J05AB01,J05AB,J05AB01,Aciklovir,Läkemedel,ATC-koder
J05AB06,J05AB,J05AB06,Ganciklovir,Läkemedel,ATC-koder
J05AB09,J05AB,J05AB09,Famciklovir,Läkemedel,ATC-koder
J05AB11,J05AB,J05AB11,Valaciklovir,Läkemedel,ATC-koder
J05AB12,J05AB,J05AB12,Cidofovir,Läkemedel,ATC-koder
J05AB14,J05AB,J05AB14,Valganciklovir,Läkemedel,ATC-koder
J05AD,J05A,J05AD,Fosfonsyraderivat,Läkemedel,ATC-koder
J05AD01,J05AD,J05AD01,Foskarnet,Läkemedel,ATC-koder
J05AE,J05A,J05AE,Proteashämmare,Läkemedel,ATC-koder
J05AE01,J05AE,J05AE01,Sakvinavir,Läkemedel,ATC-koder
J05AE02,J05AE,J05AE02,Indinavir,Läkemedel,ATC-koder
J05AE03,J05AE,J05AE03,Ritonavir,Läkemedel,ATC-koder
J05AE04,J05AE,J05AE04,Nelfinavir,Läkemedel,ATC-koder
J05AE05,J05AE,J05AE05,Amprenavir,Läkemedel,ATC-koder
J05AE07,J05AE,J05AE07,Fosamprenavir,Läkemedel,ATC-koder
J05AE08,J05AE,J05AE08,Atazanavir,Läkemedel,ATC-koder
J05AE09,J05AE,J05AE09,Tipranavir,Läkemedel,ATC-koder
J05AE10,J05AE,J05AE10,Darunavir,Läkemedel,ATC-koder
J05AF,J05A,J05AF,"Nukleosider och nukleotider, hämmare av omvänt transkriptas",Läkemedel,ATC-koder
J05AF01,J05AF,J05AF01,Zidovudin,Läkemedel,ATC-koder
J05AF02,J05AF,J05AF02,Didanosin,Läkemedel,ATC-koder
J05AF04,J05AF,J05AF04,Stavudin,Läkemedel,ATC-koder
J05AF05,J05AF,J05AF05,Lamivudin,Läkemedel,ATC-koder
J05AF06,J05AF,J05AF06,Abakavir,Läkemedel,ATC-koder
J05AF07,J05AF,J05AF07,Tenofovirdisoproxil,Läkemedel,ATC-koder
J05AF08,J05AF,J05AF08,Adefovir dipivoxil,Läkemedel,ATC-koder
J05AF09,J05AF,J05AF09,Emtricitabin,Läkemedel,ATC-koder
J05AF10,J05AF,J05AF10,Entekavir,Läkemedel,ATC-koder
J05AF11,J05AF,J05AF11,Telbivudin,Läkemedel,ATC-koder
J05AF13,J05AF,J05AF13,Tenofoviralafenamid,Läkemedel,ATC-koder
J05AG,J05A,J05AG,"Ickenukleosider, hämmare av omvänt transkriptas",Läkemedel,ATC-koder
J05AG01,J05AG,J05AG01,Nevirapin,Läkemedel,ATC-koder
J05AG03,J05AG,J05AG03,Efavirenz,Läkemedel,ATC-koder
J05AG04,J05AG,J05AG04,Etravirin,Läkemedel,ATC-koder
J05AG05,J05AG,J05AG05,Rilpivirin,Läkemedel,ATC-koder
J05AH,J05A,J05AH,Neuraminidashämmare,Läkemedel,ATC-koder
J05AH01,J05AH,J05AH01,Zanamivir,Läkemedel,ATC-koder
J05AH02,J05AH,J05AH02,Oseltamivir,Läkemedel,ATC-koder
J05AP,J05A,J05AP,Virushämmande medel mot HCV-infektioner,Läkemedel,ATC-koder
J05AP01,J05AP,J05AP01,Ribavirin,Läkemedel,ATC-koder
J05AP02,J05AP,J05AP02,Telaprevir,Läkemedel,ATC-koder
J05AP03,J05AP,J05AP03,Boceprevir,Läkemedel,ATC-koder
J05AP05,J05AP,J05AP05,Simeprevir,Läkemedel,ATC-koder
J05AP07,J05AP,J05AP07,Daklatasvir,Läkemedel,ATC-koder
J05AP08,J05AP,J05AP08,Sofosbuvir,Läkemedel,ATC-koder
J05AP09,J05AP,J05AP09,Dasabuvir,Läkemedel,ATC-koder
J05AP51,J05AP,J05AP51,Sofosbuvir och ledipasvir,Läkemedel,ATC-koder
J05AP53,J05AP,J05AP53,"Ombitasvir, paritaprevir och ritonavir",Läkemedel,ATC-koder
J05AP54,J05AP,J05AP54,Elbasvir och grazoprevir,Läkemedel,ATC-koder
J05AP55,J05AP,J05AP55,Sofosbuvir och velpatasvir,Läkemedel,ATC-koder
J05AP56,J05AP,J05AP56,"Sofosbuvir, velpatasvir och voxilaprevir",Läkemedel,ATC-koder
J05AP57,J05AP,J05AP57,Glekaprevir och pibrentasvir,Läkemedel,ATC-koder
J05AR,J05A,J05AR,"Virushämmande medel mot hivinfektioner, kombinationer",Läkemedel,ATC-koder
J05AR01,J05AR,J05AR01,Zidovudin och lamivudin,Läkemedel,ATC-koder
J05AR02,J05AR,J05AR02,Lamivudin och abakavir,Läkemedel,ATC-koder
J05AR03,J05AR,J05AR03,Tenofovirdisoproxil och emtricitabin,Läkemedel,ATC-koder
J05AR04,J05AR,J05AR04,"Zidovudin, lamivudin och abakavir",Läkemedel,ATC-koder
J05AR06,J05AR,J05AR06,"Emtricitabin, tenofovirdisoproxil och efavirenz",Läkemedel,ATC-koder
J05AR08,J05AR,J05AR08,"Emtricitabin, tenofovirdisoproxil och rilpivirin",Läkemedel,ATC-koder
J05AR09,J05AR,J05AR09,"Emtricitabin, tenofovirdisoproxil, elvitegravir och kobicistat",Läkemedel,ATC-koder
J05AR10,J05AR,J05AR10,Lopinavir och ritonavir,Läkemedel,ATC-koder
J05AR13,J05AR,J05AR13,"Lamivudin, abakavir och dolutegravir",Läkemedel,ATC-koder
J05AR14,J05AR,J05AR14,Darunavir och kobicistat,Läkemedel,ATC-koder
J05AR15,J05AR,J05AR15,Atazanavir och kobicistat,Läkemedel,ATC-koder
J05AR17,J05AR,J05AR17,Emtricitabin och tenofoviralafenamid,Läkemedel,ATC-koder
J05AR18,J05AR,J05AR18,"Emtricitabin, tenofoviralafenamid, elvitegravir och kobicistat",Läkemedel,ATC-koder
J05AR19,J05AR,J05AR19,"Emtricitabin, tenofoviralafenamid och rilpivirin",Läkemedel,ATC-koder
J05AR20,J05AR,J05AR20,"Emtricitabin, tenofoviralafenamid och biktegravir",Läkemedel,ATC-koder
J05AR21,J05AR,J05AR21,Dolutegravir och rilpivirin,Läkemedel,ATC-koder
J05AR22,J05AR,J05AR22,"Emtricitabin, tenofoviralafenamid, darunavir och kobicistat",Läkemedel,ATC-koder
J05AX,J05A,J05AX,Övriga virushämmande medel,Läkemedel,ATC-koder
J05AX05,J05AX,J05AX05,Inosin pranobex,Läkemedel,ATC-koder
J05AX07,J05AX,J05AX07,Enfuvirtid,Läkemedel,ATC-koder
J05AX08,J05AX,J05AX08,Raltegravir,Läkemedel,ATC-koder
J05AX09,J05AX,J05AX09,Maravirok,Läkemedel,ATC-koder
J05AX12,J05AX,J05AX12,Dolutegravir,Läkemedel,ATC-koder
J06,J,J06,Immunsera och immunglobuliner,Läkemedel,ATC-koder
J06B,J06,J06B,Immunglobuliner,Läkemedel,ATC-koder
J06BA,J06B,J06BA,"Humant, normalt immunglobulin",Läkemedel,ATC-koder
J06BA01,J06BA,J06BA01,"Humant, normalt immunglobulin för extravaskulärt bruk",Läkemedel,ATC-koder
J06BA02,J06BA,J06BA02,"Humant, normalt immunglobulin för intravaskulärt bruk",Läkemedel,ATC-koder
J06BB,J06B,J06BB,Specifika immunglobuliner,Läkemedel,ATC-koder
J06BB01,J06BB,J06BB01,Immunglobulin mot Rh-immunisering,Läkemedel,ATC-koder
J06BB02,J06BB,J06BB02,Immunglobulin mot stelkramp,Läkemedel,ATC-koder
J06BB04,J06BB,J06BB04,Immunglobulin mot hepatit B,Läkemedel,ATC-koder
J06BB05,J06BB,J06BB05,Immunglobulin mot rabies,Läkemedel,ATC-koder
J06BB16,J06BB,J06BB16,Palivizumab,Läkemedel,ATC-koder
J07,J,J07,Vacciner,Läkemedel,ATC-koder
J07A,J07,J07A,Vacciner mot bakteriella infektioner,Läkemedel,ATC-koder
J07AE,J07A,J07AE,Vaccin mot kolera,Läkemedel,ATC-koder
J07AE01,J07AE,J07AE01,"Vaccin mot kolera, inaktiverat helcellsvaccin",Läkemedel,ATC-koder
J07AF,J07A,J07AF,Vaccin mot difteri,Läkemedel,ATC-koder
J07AF01,J07AF,J07AF01,Difteritoxoid,Läkemedel,ATC-koder
J07AG,J07A,J07AG,Vaccin mot haemophilus influenzae B,Läkemedel,ATC-koder
J07AG01,J07AG,J07AG01,"Vaccin mot haemophilus influenzae B, konjugerat renat antigen",Läkemedel,ATC-koder
J07AH,J07A,J07AH,Vaccin mot meningokockinfektioner,Läkemedel,ATC-koder
J07AH03,J07AH,J07AH03,"Vaccin mot meningokockinfektioner A,C, bivalent renat polysackaridantigen",Läkemedel,ATC-koder
J07AH07,J07AH,J07AH07,"Vaccin mot meningokockinfektion typ C, konjugerat renat polysackaridantigen",Läkemedel,ATC-koder
J07AH08,J07AH,J07AH08,"Vaccin mot meningokockinfektioner A,C,Y,W-135, tetravalent konjugerat renat polysackaridantigen",Läkemedel,ATC-koder
J07AH09,J07AH,J07AH09,"Vaccin mot meningokockinfektion typ B, multikomponent vaccin",Läkemedel,ATC-koder
J07AJ,J07A,J07AJ,Vaccin mot kikhosta,Läkemedel,ATC-koder
J07AJ52,J07AJ,J07AJ52,"Vaccin mot kikhosta, renat antigen, kombinationer med toxoider",Läkemedel,ATC-koder
J07AL,J07A,J07AL,Vaccin mot pneumokockinfektioner,Läkemedel,ATC-koder
J07AL01,J07AL,J07AL01,"Vaccin mot pneumokockinfektioner, renade polysackaridantigener",Läkemedel,ATC-koder
J07AL02,J07AL,J07AL02,"Vaccin mot pneumokockinfektioner, konjugerat renat polysackaridantigen",Läkemedel,ATC-koder
J07AL52,J07AL,J07AL52,"Vaccin mot pneumokockinfektioner, renade polysackaridantigener och Haemophilus influenzae, konjugerat",Läkemedel,ATC-koder
J07AM,J07A,J07AM,Vaccin mot stelkramp,Läkemedel,ATC-koder
J07AM01,J07AM,J07AM01,Stelkrampstoxoid,Läkemedel,ATC-koder
J07AM51,J07AM,J07AM51,"Stelkrampstoxoid, kombinationer med difteritoxoid",Läkemedel,ATC-koder
J07AN,J07A,J07AN,Vaccin mot tuberkulos,Läkemedel,ATC-koder
J07AN01,J07AN,J07AN01,"Vaccin mot tuberkulos, levande försvagat",Läkemedel,ATC-koder
J07AP,J07A,J07AP,Vaccin mot tyfoid,Läkemedel,ATC-koder
J07AP01,J07AP,J07AP01,"Vaccin mot tyfoid, oralt, levande försvagat",Läkemedel,ATC-koder
J07AP03,J07AP,J07AP03,"Vaccin mot tyfoid, renat polysackaridantigen",Läkemedel,ATC-koder
J07B,J07,J07B,Vacciner mot virusinfektioner,Läkemedel,ATC-koder
J07BA,J07B,J07BA,Vaccin mot encefalit,Läkemedel,ATC-koder
J07BA01,J07BA,J07BA01,"Vaccin mot fästingburen encefalit, inaktiverat helvirusvaccin",Läkemedel,ATC-koder
J07BA02,J07BA,J07BA02,"Vaccin mot japansk encefalit, inaktiverat helvirusvaccin",Läkemedel,ATC-koder
J07BB,J07B,J07BB,Vaccin mot influensa,Läkemedel,ATC-koder
J07BB02,J07BB,J07BB02,"Vaccin mot influensa, inaktiverat, spjälkat virus eller ytantigen",Läkemedel,ATC-koder
J07BB03,J07BB,J07BB03,"Vaccin mot influensa, levande försvagat",Läkemedel,ATC-koder
J07BC,J07B,J07BC,Vaccin mot hepatit,Läkemedel,ATC-koder
J07BC01,J07BC,J07BC01,"Vaccin mot hepatit B, renat antigen",Läkemedel,ATC-koder
J07BC02,J07BC,J07BC02,"Vaccin mot hepatit A, inaktiverat helvirusvaccin",Läkemedel,ATC-koder
J07BC20,J07BC,J07BC20,Kombinationer,Läkemedel,ATC-koder
J07BD,J07B,J07BD,Vaccin mot mässling,Läkemedel,ATC-koder
J07BD52,J07BD,J07BD52,"Vaccin mot mässling, påssjuka och röda hund, levande försvagat",Läkemedel,ATC-koder
J07BF,J07B,J07BF,Vaccin mot polio,Läkemedel,ATC-koder
J07BF03,J07BF,J07BF03,"Vaccin mot polio, trivalent, inaktiverat helvirusvaccin",Läkemedel,ATC-koder
J07BG,J07B,J07BG,Vaccin mot rabies,Läkemedel,ATC-koder
J07BG01,J07BG,J07BG01,"Vaccin mot rabies, inaktiverat helvirusvaccin",Läkemedel,ATC-koder
J07BH,J07B,J07BH,Vaccin mot rotavirusdiarré,Läkemedel,ATC-koder
J07BH01,J07BH,J07BH01,"Vaccin mot rotavirus, levande försvagat",Läkemedel,ATC-koder
J07BH02,J07BH,J07BH02,"Vaccin mot rotavirus, pentavalent, levande, reassortant",Läkemedel,ATC-koder
J07BK,J07B,J07BK,Varicella zoster vacciner,Läkemedel,ATC-koder
J07BK01,J07BK,J07BK01,"Vaccin mot vattkoppor, levande försvagat",Läkemedel,ATC-koder
J07BK02,J07BK,J07BK02,"Vaccin mot bältros, levande försvagat",Läkemedel,ATC-koder
J07BL,J07B,J07BL,Vaccin mot gula febern,Läkemedel,ATC-koder
J07BL01,J07BL,J07BL01,"Vaccin mot gula febern, levande försvagat",Läkemedel,ATC-koder
J07BM,J07B,J07BM,Papillomvirusvacciner,Läkemedel,ATC-koder
J07BM01,J07BM,J07BM01,"Papillomvirus (humant, typ 6, 11, 16, 18)",Läkemedel,ATC-koder
J07BM02,J07BM,J07BM02,"Papillomvirus (humant, typ 16, 18)",Läkemedel,ATC-koder
J07BM03,J07BM,J07BM03,"Papillomvirus (humant, typ 6, 11, 16, 18, 31, 33, 45, 52, 58)",Läkemedel,ATC-koder
J07C,J07,J07C,Vacciner mot bakteriella infektioner i kombination med vacciner mot virusinfektioner,Läkemedel,ATC-koder
J07CA,J07C,J07CA,Vacciner mot bakteriella infektioner i kombination med vacciner mot virusinfektioner,Läkemedel,ATC-koder
J07CA02,J07CA,J07CA02,"Vaccin mot difteri, kikhosta, polio och stelkramp",Läkemedel,ATC-koder
J07CA09,J07CA,J07CA09,"Vaccin mot difteri, haemophilus influenzae B, kikhosta, polio, stelkramp och hepatit B",Läkemedel,ATC-koder
L,0,L,Tumörer och rubbningar i immunsystemet,Läkemedel,ATC-koder
L01,L,L01,Antineoplastiska medel,Läkemedel,ATC-koder
L01A,L01,L01A,Alkylerande medel,Läkemedel,ATC-koder
L01AA,L01A,L01AA,Kvävesenapsgasanaloger,Läkemedel,ATC-koder
L01AA01,L01AA,L01AA01,Cyklofosfamid,Läkemedel,ATC-koder
L01AA02,L01AA,L01AA02,Klorambucil,Läkemedel,ATC-koder
L01AA03,L01AA,L01AA03,Melfalan,Läkemedel,ATC-koder
L01AA06,L01AA,L01AA06,Ifosfamid,Läkemedel,ATC-koder
L01AA07,L01AA,L01AA07,Trofosfamid,Läkemedel,ATC-koder
L01AB,L01A,L01AB,Alkylsulfonater,Läkemedel,ATC-koder
L01AB01,L01AB,L01AB01,Busulfan,Läkemedel,ATC-koder
L01AB02,L01AB,L01AB02,Treosulfan,Läkemedel,ATC-koder
L01AD,L01A,L01AD,Nitrosureaföreningar,Läkemedel,ATC-koder
L01AD02,L01AD,L01AD02,Lomustin,Läkemedel,ATC-koder
L01AD04,L01AD,L01AD04,Streptozocin,Läkemedel,ATC-koder
L01AX,L01A,L01AX,Övriga alkylerande medel,Läkemedel,ATC-koder
L01AX02,L01AX,L01AX02,Pipobroman,Läkemedel,ATC-koder
L01AX03,L01AX,L01AX03,Temozolomid,Läkemedel,ATC-koder
L01AX04,L01AX,L01AX04,Dakarbazin,Läkemedel,ATC-koder
L01B,L01,L01B,Antimetaboliter,Läkemedel,ATC-koder
L01BA,L01B,L01BA,Folsyraanaloger,Läkemedel,ATC-koder
L01BA01,L01BA,L01BA01,Metotrexat,Läkemedel,ATC-koder
L01BA03,L01BA,L01BA03,Raltitrexed,Läkemedel,ATC-koder
L01BA04,L01BA,L01BA04,Pemetrexed,Läkemedel,ATC-koder
L01BB,L01B,L01BB,Purinanaloger,Läkemedel,ATC-koder
L01BB02,L01BB,L01BB02,Merkaptopurin,Läkemedel,ATC-koder
L01BB03,L01BB,L01BB03,Tioguanin,Läkemedel,ATC-koder
L01BB04,L01BB,L01BB04,Kladribin,Läkemedel,ATC-koder
L01BB05,L01BB,L01BB05,Fludarabin,Läkemedel,ATC-koder
L01BC,L01B,L01BC,Pyrimidinanaloger,Läkemedel,ATC-koder
L01BC01,L01BC,L01BC01,Cytarabin,Läkemedel,ATC-koder
L01BC02,L01BC,L01BC02,Fluorouracil,Läkemedel,ATC-koder
L01BC05,L01BC,L01BC05,Gemcitabin,Läkemedel,ATC-koder
L01BC06,L01BC,L01BC06,Kapecitabin,Läkemedel,ATC-koder
L01BC07,L01BC,L01BC07,Azacitidin,Läkemedel,ATC-koder
L01BC52,L01BC,L01BC52,"Fluorouracil, kombinationer",Läkemedel,ATC-koder
L01BC53,L01BC,L01BC53,"Tegafur, kombinationer",Läkemedel,ATC-koder
L01BC59,L01BC,L01BC59,"Trifluridin, kombinationer",Läkemedel,ATC-koder
L01C,L01,L01C,Växtalkaloider och andra naturprodukter,Läkemedel,ATC-koder
L01CA,L01C,L01CA,Vinca-alkaloider och analoger,Läkemedel,ATC-koder
L01CA01,L01CA,L01CA01,Vinblastin,Läkemedel,ATC-koder
L01CA02,L01CA,L01CA02,Vinkristin,Läkemedel,ATC-koder
L01CA03,L01CA,L01CA03,Vindesin,Läkemedel,ATC-koder
L01CA04,L01CA,L01CA04,Vinorelbin,Läkemedel,ATC-koder
L01CA05,L01CA,L01CA05,Vinflunin,Läkemedel,ATC-koder
L01CB,L01C,L01CB,Podofyllotoxinderivat,Läkemedel,ATC-koder
L01CB01,L01CB,L01CB01,Etoposid,Läkemedel,ATC-koder
L01CD,L01C,L01CD,Taxaner,Läkemedel,ATC-koder
L01CD01,L01CD,L01CD01,Paklitaxel,Läkemedel,ATC-koder
L01CD02,L01CD,L01CD02,Docetaxel,Läkemedel,ATC-koder
L01CX,L01C,L01CX,Övriga växtalkaloider och naturprodukter,Läkemedel,ATC-koder
L01CX01,L01CX,L01CX01,Trabektedin,Läkemedel,ATC-koder
L01D,L01,L01D,Cytotoxiska antibiotika och närbesläktade substanser,Läkemedel,ATC-koder
L01DA,L01D,L01DA,Aktinomyciner,Läkemedel,ATC-koder
L01DA01,L01DA,L01DA01,Daktinomycin,Läkemedel,ATC-koder
L01DB,L01D,L01DB,Antracykliner och närbesläktade substanser,Läkemedel,ATC-koder
L01DB01,L01DB,L01DB01,Doxorubicin,Läkemedel,ATC-koder
L01DB02,L01DB,L01DB02,Daunorubicin,Läkemedel,ATC-koder
L01DB03,L01DB,L01DB03,Epirubicin,Läkemedel,ATC-koder
L01DB06,L01DB,L01DB06,Idarubicin,Läkemedel,ATC-koder
L01DB07,L01DB,L01DB07,Mitoxantron,Läkemedel,ATC-koder
L01DC,L01D,L01DC,Övriga cytotoxiska antibiotika,Läkemedel,ATC-koder
L01DC01,L01DC,L01DC01,Bleomycin,Läkemedel,ATC-koder
L01DC03,L01DC,L01DC03,Mitomycin,Läkemedel,ATC-koder
L01X,L01,L01X,Övriga antineoplastiska medel,Läkemedel,ATC-koder
L01XA,L01X,L01XA,Platinaföreningar,Läkemedel,ATC-koder
L01XA01,L01XA,L01XA01,Cisplatin,Läkemedel,ATC-koder
L01XA02,L01XA,L01XA02,Karboplatin,Läkemedel,ATC-koder
L01XA03,L01XA,L01XA03,Oxaliplatin,Läkemedel,ATC-koder
L01XB,L01X,L01XB,Metylhydraziner,Läkemedel,ATC-koder
L01XB01,L01XB,L01XB01,Prokarbazin,Läkemedel,ATC-koder
L01XC,L01X,L01XC,Monoklonala antikroppar,Läkemedel,ATC-koder
L01XC02,L01XC,L01XC02,Rituximab,Läkemedel,ATC-koder
L01XC03,L01XC,L01XC03,Trastuzumab,Läkemedel,ATC-koder
L01XC06,L01XC,L01XC06,Cetuximab,Läkemedel,ATC-koder
L01XC07,L01XC,L01XC07,Bevacizumab,Läkemedel,ATC-koder
L01XC08,L01XC,L01XC08,Panitumumab,Läkemedel,ATC-koder
L01XC17,L01XC,L01XC17,Nivolumab,Läkemedel,ATC-koder
L01XC18,L01XC,L01XC18,Pembrolizumab,Läkemedel,ATC-koder
L01XD,L01X,L01XD,Sensibiliserande ämnen för strålning/fotodynamisk behandling,Läkemedel,ATC-koder
L01XD03,L01XD,L01XD03,Metylaminolevulinat,Läkemedel,ATC-koder
L01XD04,L01XD,L01XD04,Aminolevulinsyra,Läkemedel,ATC-koder
L01XE,L01X,L01XE,Proteinkinashämmare,Läkemedel,ATC-koder
L01XE01,L01XE,L01XE01,Imatinib,Läkemedel,ATC-koder
L01XE02,L01XE,L01XE02,Gefitinib,Läkemedel,ATC-koder
L01XE03,L01XE,L01XE03,Erlotinib,Läkemedel,ATC-koder
L01XE04,L01XE,L01XE04,Sunitinib,Läkemedel,ATC-koder
L01XE05,L01XE,L01XE05,Sorafenib,Läkemedel,ATC-koder
L01XE06,L01XE,L01XE06,Dasatinib,Läkemedel,ATC-koder
L01XE07,L01XE,L01XE07,Lapatinib,Läkemedel,ATC-koder
L01XE08,L01XE,L01XE08,Nilotinib,Läkemedel,ATC-koder
L01XE10,L01XE,L01XE10,Everolimus,Läkemedel,ATC-koder
L01XE11,L01XE,L01XE11,Pazopanib,Läkemedel,ATC-koder
L01XE12,L01XE,L01XE12,Vandetanib,Läkemedel,ATC-koder
L01XE13,L01XE,L01XE13,Afatinib,Läkemedel,ATC-koder
L01XE14,L01XE,L01XE14,Bosutinib,Läkemedel,ATC-koder
L01XE15,L01XE,L01XE15,Vemurafenib,Läkemedel,ATC-koder
L01XE16,L01XE,L01XE16,Krizotinib,Läkemedel,ATC-koder
L01XE17,L01XE,L01XE17,Axitinib,Läkemedel,ATC-koder
L01XE18,L01XE,L01XE18,Ruxolitinib,Läkemedel,ATC-koder
L01XE21,L01XE,L01XE21,Regorafenib,Läkemedel,ATC-koder
L01XE23,L01XE,L01XE23,Dabrafenib,Läkemedel,ATC-koder
L01XE24,L01XE,L01XE24,Ponatinib,Läkemedel,ATC-koder
L01XE25,L01XE,L01XE25,Trametinib,Läkemedel,ATC-koder
L01XE26,L01XE,L01XE26,Kabozantinib,Läkemedel,ATC-koder
L01XE27,L01XE,L01XE27,Ibrutinib,Läkemedel,ATC-koder
L01XE28,L01XE,L01XE28,Ceritinib,Läkemedel,ATC-koder
L01XE29,L01XE,L01XE29,Lenvatinib,Läkemedel,ATC-koder
L01XE31,L01XE,L01XE31,Nintedanib,Läkemedel,ATC-koder
L01XE33,L01XE,L01XE33,Palbociklib,Läkemedel,ATC-koder
L01XE35,L01XE,L01XE35,Osimertinib,Läkemedel,ATC-koder
L01XE36,L01XE,L01XE36,Alektinib,Läkemedel,ATC-koder
L01XE37,L01XE,L01XE37,Rociletinib,Läkemedel,ATC-koder
L01XE38,L01XE,L01XE38,Kobimetinib,Läkemedel,ATC-koder
L01XE39,L01XE,L01XE39,Midostaurin,Läkemedel,ATC-koder
L01XE42,L01XE,L01XE42,Ribociklib,Läkemedel,ATC-koder
L01XE43,L01XE,L01XE43,Brigatinib,Läkemedel,ATC-koder
L01XE44,L01XE,L01XE44,Lorlatinib,Läkemedel,ATC-koder
L01XX,L01X,L01XX,Övriga antineoplastiska medel,Läkemedel,ATC-koder
L01XX01,L01XX,L01XX01,Amsakrin,Läkemedel,ATC-koder
L01XX02,L01XX,L01XX02,Asparginas,Läkemedel,ATC-koder
L01XX05,L01XX,L01XX05,Hydroxikarbamid,Läkemedel,ATC-koder
L01XX08,L01XX,L01XX08,Pentostatin,Läkemedel,ATC-koder
L01XX09,L01XX,L01XX09,Miltefosin,Läkemedel,ATC-koder
L01XX11,L01XX,L01XX11,Estramustin,Läkemedel,ATC-koder
L01XX14,L01XX,L01XX14,Tretinoin,Läkemedel,ATC-koder
L01XX17,L01XX,L01XX17,Topotekan,Läkemedel,ATC-koder
L01XX19,L01XX,L01XX19,Irinotekan,Läkemedel,ATC-koder
L01XX23,L01XX,L01XX23,Mitotan,Läkemedel,ATC-koder
L01XX25,L01XX,L01XX25,Bexaroten,Läkemedel,ATC-koder
L01XX32,L01XX,L01XX32,Bortezomib,Läkemedel,ATC-koder
L01XX35,L01XX,L01XX35,Anagrelid,Läkemedel,ATC-koder
L01XX41,L01XX,L01XX41,Eribulin,Läkemedel,ATC-koder
L01XX42,L01XX,L01XX42,Panobinostat,Läkemedel,ATC-koder
L01XX43,L01XX,L01XX43,Vismodegib,Läkemedel,ATC-koder
L01XX45,L01XX,L01XX45,Karfilzomib,Läkemedel,ATC-koder
L01XX46,L01XX,L01XX46,Olaparib,Läkemedel,ATC-koder
L01XX47,L01XX,L01XX47,Idelalisib,Läkemedel,ATC-koder
L01XX50,L01XX,L01XX50,Ixazomib,Läkemedel,ATC-koder
L01XX52,L01XX,L01XX52,Venetoklax,Läkemedel,ATC-koder
L02,L,L02,Endokrinterapi,Läkemedel,ATC-koder
L02A,L02,L02A,Hormoner,Läkemedel,ATC-koder
L02AA,L02A,L02AA,Östrogener,Läkemedel,ATC-koder
L02AA02,L02AA,L02AA02,Polyöstradiolfosfat,Läkemedel,ATC-koder
L02AB,L02A,L02AB,Gestagener,Läkemedel,ATC-koder
L02AB01,L02AB,L02AB01,Megestrol,Läkemedel,ATC-koder
L02AB02,L02AB,L02AB02,Medroxiprogesteron,Läkemedel,ATC-koder
L02AE,L02A,L02AE,Gonadotropinfrisättande hormonanaloger,Läkemedel,ATC-koder
L02AE01,L02AE,L02AE01,Buserelin,Läkemedel,ATC-koder
L02AE02,L02AE,L02AE02,Leuprorelin,Läkemedel,ATC-koder
L02AE03,L02AE,L02AE03,Goserelin,Läkemedel,ATC-koder
L02AE04,L02AE,L02AE04,Triptorelin,Läkemedel,ATC-koder
L02AE05,L02AE,L02AE05,Histrelin,Läkemedel,ATC-koder
L02B,L02,L02B,Antihormoner och relaterade medel,Läkemedel,ATC-koder
L02BA,L02B,L02BA,Antiöstrogener,Läkemedel,ATC-koder
L02BA01,L02BA,L02BA01,Tamoxifen,Läkemedel,ATC-koder
L02BA02,L02BA,L02BA02,Toremifen,Läkemedel,ATC-koder
L02BA03,L02BA,L02BA03,Fulvestrant,Läkemedel,ATC-koder
L02BB,L02B,L02BB,Antiandrogener,Läkemedel,ATC-koder
L02BB01,L02BB,L02BB01,Flutamid,Läkemedel,ATC-koder
L02BB02,L02BB,L02BB02,Nilutamid,Läkemedel,ATC-koder
L02BB03,L02BB,L02BB03,Bikalutamid,Läkemedel,ATC-koder
L02BB04,L02BB,L02BB04,Enzalutamid,Läkemedel,ATC-koder
L02BG,L02B,L02BG,Aromatashämmare,Läkemedel,ATC-koder
