operation,grp,code,name
CBE20,CBE,CBE20,Sträckning av ögonlocksretraktorer för entropium
CBE30,CBE,CBE30,Horisontell sträckning för entropium
CBE40,CBE,CBE40,Kombinerad korrektion av entropium
CBE99,CBE,CBE99,Annan operation för entropium
CBF,CB,CBF,Operationer för ektropium
CBF00,CBF,CBF00,Elektrokoagulation för ektropium
CBF10,CBF,CBF10,Stramning av mediala eller laterala ligament
CBF20,CBF,CBF20,Excision av tarsus för ektropium
CBF30,CBF,CBF30,Excision av tarsus och hud för ektropium
CBF40,CBF,CBF40,Rekonstruktion för ärrektropium
CBF99,CBF,CBF99,Annan operation för ektropium
CBG,CB,CBG,Operationer för trikiasis
CBG00,CBG,CBG00,Elektrolysepilation av cilier
CBG10,CBG,CBG10,Kryobehandling för trikiasis
CBG20,CBG,CBG20,Rekonstruktion av ögonlockskanten vid trikiasis
CBG99,CBG,CBG99,Annan operation för trikiasis
CBH,CB,CBH,Operationer på ögonvrå och ögonlockskanten
CBH00,CBH,CBH00,Kantotomi
CBH05,CBH,CBH05,Kantopexi
CBH10,CBH,CBH10,"Rekonstruktion av kantus, eventuellt med transplantation"
CBH20,CBH,CBH20,Central tarsorafi
CBH25,CBH,CBH25,Tarsorafi
CBH30,CBH,CBH30,Lateral eller medial tarsorafi
CBH40,CBH,CBH40,Uppklippning av tarsorafi
CBH50,CBH,CBH50,Rekonstruktiv operation för epikantus
CBH99,CBH,CBH99,Annan operation på kantus eller ögonlockskant
CBJ,CB,CBJ,Operationer för ptos av ögonlock och ögonbryn
CBJ00,CBJ,CBJ00,Lyftning av ögonlock med suturslynga
CBJ10,CBJ,CBJ10,Korrektion av ögonlocksptos med slynga
CBJ20,CBJ,CBJ20,Tarsomyektomi på ögonlock
CBJ30,CBJ,CBJ30,Rekonstruktion av levatormuskelaponeuros
CBJ40,CBJ,CBJ40,Resektion av levatormuskel
CBJ45,CBJ,CBJ45,Stramning av övre tarsalmuskel
CBJ50,CBJ,CBJ50,Operation för ögonbrynsptos
CBJ99,CBJ,CBJ99,Annan operation för ptos
CBK,CB,CBK,Operationer för lagoftalmus och ögonlocksretraktion
CBK00,CBK,CBK00,Korrektion av ögonlocksretraktion
CBK10,CBK,CBK10,Operation för lagoftalmus
CBK99,CBK,CBK99,Annan operation för lagoftalmus eller ögonlocksretraktion
CBL,CB,CBL,Operationer vid blefarospasm
CBL00,CBL,CBL00,Myektomi eller neurotomi vid blefarospasm
CBL99,CBL,CBL99,Annan operation vid blefarospasm
CBN,CB,CBN,Operationer för entropion och ektropion
CBN00,CBN,CBN00,Eversionssutur av ögonlock
CBN10,CBN,CBN10,Flyttning och stramning av orbicularis oculi
CBN20,CBN,CBN20,Stramning av ögonlocksretraktorer
CBN30,CBN,CBN30,Stramning av canthalligament
CBN40,CBN,CBN40,Excision av tarsus
CBN50,CBN,CBN50,Excision av tarsus och hud
CBN60,CBN,CBN60,Excision av ögonlocksärr och plastikrekonstruktion
CBN99,CBN,CBN99,Annan ögonlocksoperation p.g.a. felställning
CBW,CB,CBW,Andra operationer på ögonlock
CBW99,CBW,CBW99,Annan operation på ögonlock
CC,C,CC,Operationer på tårkörtlar och tårvägar
CCA,CC,CCA,Incisioner i och biopsier av tårkörtlar och tårkanaler
CCA00,CCA,CCA00,Incision i tårkörtel
CCA10,CCA,CCA10,Biopsi av tårkörtel
CCA20,CCA,CCA20,Incision i tårpunkt eller tårkanalikel
CCA30,CCA,CCA30,Incision i tårsäck
CCA40,CCA,CCA40,Biopsi av tårkanal
CCB,CC,CCB,Andra operationer på tårkörtlar
CCB00,CCB,CCB00,Resektion av tårkörtel
CCB10,CCB,CCB10,Exstirpation av tårkörtel
CCB99,CCB,CCB99,Annan operation på tårkörtel
CCC,CC,CCC,Andra operationer på tårkanaler
CCC00,CCC,CCC00,Slutning av tårpunkt eller tårkanalikel
CCC50,CCC,CCC50,Exstirpation av tårsäck
CCC99,CCC,CCC99,Annan operation på tårkanal
CCD,CC,CCD,Rekonstruktiva operationer på tårvägar
CCD00,CCD,CCD00,Exstirpation och slutning av tårfistel
CCD10,CCD,CCD10,Sutur av tårkanalikel
CCD20,CCD,CCD20,Sutur av tårkanalikel med intubation
CCD30,CCD,CCD30,Rekonstruktion av tårkanalikel
CCD40,CCD,CCD40,Perkutan dakryocystorinostomi
CCD50,CCD,CCD50,Dakryocystorinostomi med inläggande av rör
CCD60,CCD,CCD60,Transnasal dakryocystorinostomi
CCD70,CCD,CCD70,Konjunktivocystorinostomi med inläggande av rör
CCD99,CCD,CCD99,Annan rekonstruktiv operation på tårvägar
CCW,CC,CCW,Andra operationer på tårvägar
CCW99,CCW,CCW99,Annan operation på tårvägar
CD,C,CD,Operationer på bulben som helhet
CDB,CD,CDB,Avlägsnande av intraokulär främmande kropp
CDB00,CDB,CDB00,Avlägsnande av intraokulär främmande kropp
CDB10,CDB,CDB10,Avlägsnande av intraokulär främmande kropp med magnet
CDB99,CDB,CDB99,Annan operation vid intraokulär främmande kropp
CDC,CD,CDC,Enukleationer och eviscerationer av ögat
CDC00,CDC,CDC00,Enukleation av ögat
CDC10,CDC,CDC10,Enukleation av ögat med implantation av protes i Tenons kapsel
CDC20,CDC,CDC20,Enukleation av ögat med implantat i Tenons kapsel
CDC30,CDC,CDC30,Evisceration av ögat
CDC40,CDC,CDC40,Evisceration av ögat med implantation av protes
CDC50,CDC,CDC50,Evisceration av ögat med vävnadsimplantat
CDW,CD,CDW,Andra operationer på bulben som helhet
CDW99,CDW,CDW99,Annan operation på bulben som helhet
CE,C,CE,Operationer på ögonmuskler
CEA,CE,CEA,Biopsi av ögonmuskler
CEA00,CEA,CEA00,Biopsi av ögonmuskel
CEB,CE,CEB,"Myektomier, myotomier, tenotomier av ögonmuskler"
CEB00,CEB,CEB00,Myektomi av ögonmuskel
CEB10,CEB,CEB10,Partiell myotomi av ögonmuskel
CEB20,CEB,CEB20,Total myotomi av ögonmuskel
CEB30,CEB,CEB30,Tenotomi av ögonmuskel
CEC,CE,CEC,Flyttningar av ögonmuskler
CEC00,CEC,CEC00,Tillbakaläggning av ögonmuskel
CEC10,CEC,CEC10,Tillbakaläggning och resektion av ögonmuskel
CEC20,CEC,CEC20,Tillbakaläggning och framläggning av ögonmuskel
CEC30,CEC,CEC30,Resektion av ögonmuskel
CEC40,CEC,CEC40,Resektion och framläggning av ögonmuskel
CEC50,CEC,CEC50,Framläggning av ögonmuskel
CEC60,CEC,CEC60,Flyttning av ögonmuskel med justerbar sutur
CEC70,CEC,CEC70,Flyttning av ögonmuskel p.g.a. nystagmus
CEC80,CEC,CEC80,Partiell flyttning av ögonmuskel
CEC85,CEC,CEC85,Kombinerad korrigering av cyklodeviation
CEC90,CEC,CEC90,Total transposition av ögonmuskel
CED,CE,CED,Veckningar av ögonmuskler
CED00,CED,CED00,Veckning av ögonmuskel
CEE,CE,CEE,Fixeringarv ögonmuskler
CEE00,CEE,CEE00,Bakre fixationssutur i ögonmuskel
CEE10,CEE,CEE10,Fixering av ögonmuskel med ankarsutur
CEF,CE,CEF,Operationer vid skada eller efter tidigare operation på ögonmuskler
CEF00,CEF,CEF00,Lösning av fastlödd ögonmuskel
CEF10,CEF,CEF10,Sutur av skadad ögonmuskel
CEW,CE,CEW,Andra operationer på ögonmuskler
CEW99,CEW,CEW99,Annan operation på ögonmuskel
CF,C,CF,Operationer på bindehinnor
CFA,CF,CFA,Incisioner i och biopsier av bindehinnor
CFA00,CFA,CFA00,Incision i bindehinna
CFA10,CFA,CFA10,Peritomi av bindehinna
CFA20,CFA,CFA20,Biopsi av bindehinna
CFB,CF,CFB,"Sutur, avlägsnande av främmande kropp i bindehinnor"
CFB00,CFB,CFB00,Sutur av sår i bindehinna
CFB10,CFB,CFB10,Avlägsnande av främmande kropp i bindehinna
CFC,CF,CFC,Avlägsnande av tumör eller lokal förändring
CFC00,CFC,CFC00,Exstirpation av tumör i bindehinna
CFC10,CFC,CFC10,Laserbehandling av förändringar i bindehinna
CFC15,CFC,CFC15,Destruktion av förändring i bindehinna
CFC20,CFC,CFC20,Kryoterapi av tumör i bindehinna
CFC30,CFC,CFC30,Exstirpation av trakomfolliklar
CFD,CF,CFD,Rekonstruktiva operationer på bindehinnor
CFD00,CFD,CFD00,Rekonstruktion av bindehinnan utan transplantat
CFD10,CFD,CFD10,Rekonstruktion av bindehinnan med transplantat
CFW,CF,CFW,Andra operationer på bindehinnor
CFW99,CFW,CFW99,Annan operation på bindehinna
CG,C,CG,Operationer på hornhinnor och senhinnor
CGA,CG,CGA,Biopsier av hornhinnor och senhinnor
CGA00,CGA,CGA00,Biopsi av hornhinna
CGA10,CGA,CGA10,Biopsi av sklera
CGB,CG,CGB,Incisioner i hornhinnor och senhinnor
CGB00,CGB,CGB00,Keratotomi
CGB10,CGB,CGB10,Sklerotomi
CGC,CG,CGC,Avlägsnande av främmande kropp i hornhinnor och senhinnor
CGC10,CGC,CGC10,Avlägsnande av främmande kropp i hornhinna
CGC20,CGC,CGC20,Avlägsnande av främmande kropp i hornhinna med magnet
CGC30,CGC,CGC30,Avlägsnande av främmande kropp i sklera
CGC40,CGC,CGC40,Avlägsnande av främmande kropp i sklera med magnet
CGD,CG,CGD,Operationer för refraktionsanomali
CGD00,CGD,CGD00,Keratotomi för refraktionsanomali
CGD10,CGD,CGD10,Laserbehandling för refraktionsanomali
CGD15,CGD,CGD15,Termokeratoplastik
CGD20,CGD,CGD20,Keratomileuse
CGD40,CGD,CGD40,Implantation av intrakorneala inlägg
CGD99,CGD,CGD99,Annan operation för refraktionsanomali
CGE,CG,CGE,Behandlingar av vävnadsförändringar i hornhinnor och senhinnor
CGE05,CGE,CGE05,Destruktion av förändring i hornhinna
CGE10,CGE,CGE10,Excision av hornhinna
CGE15,CGE,CGE15,Laserbehandling av hornhinna
CGE20,CGE,CGE20,Termokauterisering av vävnadsförändring i hornhinna
CGE25,CGE,CGE25,Kryoterapi av hornhinna
CGE30,CGE,CGE30,Excision av sklera
CGE32,CGE,CGE32,Destruktion av förändring i sklera
CGE35,CGE,CGE35,Laserbehandling av sklera
CGE40,CGE,CGE40,Termokauterisering av vävnadsförändring i sklera
CGE45,CGE,CGE45,Täckning av hornhinna med limbal stamcellstransplantat
CGE50,CGE,CGE50,Excision av pterygium
CGE55,CGE,CGE55,Excision av pterygium med konjunktival transplantation
CGE99,CGE,CGE99,Annan operation för vävnadsförändringar i hornhinna eller sklera
CGF,CG,CGF,Behandlingar av perforerande sår i hornhinnor och senhinnor
CGF00,CGF,CGF00,Limning av sår i hornhinna
CGF10,CGF,CGF10,Sutur av sår i hornhinna
CGF20,CGF,CGF20,Sutur av sår i hornhinna med täckning av bindehinna
CGF25,CGF,CGF25,Sutur av sår i hornhinna med avlägsnande av prolaberad uveavävnad
CGF30,CGF,CGF30,Täckning av hornhinna med konjunktiva
CGF35,CGF,CGF35,Täckning av hornhinna med transplantat
CGF40,CGF,CGF40,Limning av sår i sklera
CGF45,CGF,CGF45,Sutur av sår i sklera
CGF50,CGF,CGF50,Sutur av sår i sklera med rekonstruktion av bindehinna
CGF55,CGF,CGF55,Sutur av sår i sklera med avlägsnande av prolaberad uveavävnad
CGF99,CGF,CGF99,Annan operation vid perforerande sår i hornhinna eller sklera
CGG,CG,CGG,Rekonstruktiva operationer på hornhinnor och senhinnor
CGG00,CGG,CGG00,Tatuering av hornhinna
CGG10,CGG,CGG10,Korrektion av keratokonus med termokauterisering
CGG20,CGG,CGG20,"Epikeratofaki, keratofaki"
CGG30,CGG,CGG30,Främre lamellär hornhinnetransplantation
CGG31,CGG,CGG31,Bakre lamellär hornhinnetransplantation
CGG35,CGG,CGG35,Transplantation av hornhinneendotel
CGG40,CGG,CGG40,Genomgripande hornhinnetransplantation med autograft
CGG45,CGG,CGG45,Genomgripande hornhinnetransplantation med homograft
CGG50,CGG,CGG50,Implantation av keratoprotes
CGG60,CGG,CGG60,Förstärkning av sklera med transplantat
CGG99,CGG,CGG99,Annan rekonstruktiv operation på hornhinna eller sklera
CGW,CG,CGW,Andra operationer på hornhinnor och senhinnor
CGW99,CGW,CGW99,Annan operation på hornhinna eller sklera
CH,C,CH,"Operationer i främre kammare, kammarvinklar, regnbågshinnor och strålkroppar"
CHA,CH,CHA,"Biopsier av främre kammare, kammarvinklar, regnbågshinnor och strålkroppar"
CHA10,CHA,CHA10,Biopsi av iris
CHA20,CHA,CHA20,Biopsi av ciliarkroppen
CHB,CH,CHB,Operationer i främre kammare och kammarvinkar
CHB00,CHB,CHB00,Fotoruptur av synekier
CHB10,CHB,CHB10,Kammarpunktion med sköljning
CHB15,CHB,CHB15,Kammarpunktion med ersättning av kammarvätska
CHB20,CHB,CHB20,Goniopunktur
CHB30,CHB,CHB30,Goniotomi
CHB40,CHB,CHB40,Lösning av goniosynekier
CHB50,CHB,CHB50,Trabekulotomi
CHB55,CHB,CHB55,Trabekulär bypass
CHB60,CHB,CHB60,Lösning av främre synekier
CHB65,CHB,CHB65,Lösning av bakre synekier
CHB99,CHB,CHB99,Annan operation i främre kammare eller kammarvinkel
CHC,CH,CHC,Iridotomier och iridektomier
CHC00,CHC,CHC00,Iridotomi
CHC05,CHC,CHC05,Laseriridotomi
CHC10,CHC,CHC10,Basal iridektomi
CHC20,CHC,CHC20,Sektoriridektomi
CHC30,CHC,CHC30,Central iridektomi
CHD,CH,CHD,Filtrationsoperationer
CHD00,CHD,CHD00,Lasertrabekuloplastik
CHD05,CHD,CHD05,Selektiv lasertrabekuloplastik
CHD10,CHD,CHD10,Trabekulektomi
CHD15,CHD,CHD15,Trabekulektomi med iridektomi
CHD20,CHD,CHD20,Trepanation av sklera
CHD25,CHD,CHD25,Trepanation av sklera med iridektomi
CHD28,CHD,CHD28,Bakre sklerotomi
CHD30,CHD,CHD30,Lasertrabekulektomi
CHD40,CHD,CHD40,Iridenkleisis
CHD50,CHD,CHD50,Implantation av kateter till främre kammare
CHD55,CHD,CHD55,Implantation av kort shunt till främre kammare
CHD60,CHD,CHD60,Djup sklerektomi utan implantat
CHD65,CHD,CHD65,Djup sklerektomi med implantat
CHD70,CHD,CHD70,Needling efter tidigare genomförd trycksänkande kirurgi
CHD75,CHD,CHD75,Revision av filtrerande operation
CHD99,CHD,CHD99,Annan filtrationsoperation
CHE,CH,CHE,Operationer för tumör och lokal förändring i regnbågshinnor
CHE00,CHE,CHE00,Öppning av pupill
CHE05,CHE,CHE05,Öppning av pupill med laser
CHE10,CHE,CHE10,Excision av tumör eller förändring i iris
CHE20,CHE,CHE20,Laserbehandling av tumör eller förändring i iris
CHE30,CHE,CHE30,Sutur av iris
CHE35,CHE,CHE35,Reparation av irisdefekt med protesimplantat
CHE99,CHE,CHE99,Annan operation för tumör eller lokal förändring i iris
CHF,CH,CHF,Operationer på strålkroppar
CHF00,CHF,CHF00,Exstirpation av tumör i ciliarkropp
CHF05,CHF,CHF05,Transskleral fotokoagulation av ciliarkropp
CHF10,CHF,CHF10,Transpupillär fotokoagulation av ciliarkropp
CHF12,CHF,CHF12,Endoskopisk fotokoagulation av ciliarkropp
CHF15,CHF,CHF15,Kryoterapi av ciliarkropp
CHF20,CHF,CHF20,Elektrokoagulation av ciliarkropp
CHF30,CHF,CHF30,Cyklodialys
CHF99,CHF,CHF99,Annan operation på ciliarkropp
CHW,CH,CHW,"Andra operationer i främre kammare, kammarvinklar, på regnbågshinnor och strålkroppar"
CHW99,CHW,CHW99,"Annan operation i främre kammare, kammarvinkel, på regnbågshinna eller strålkropp"
CJ,C,CJ,Operationer på linser
CJA,CJ,CJA,Implantation av intraokulär kontaktlins
CJA00,CJA,CJA00,Implantation av intraokulär kontaktlins i främre kammare
CJA10,CJA,CJA10,Implantation av intraokulär kontaktlins i bakre kammare
CJB,CJ,CJB,Operationer vid sekundär katarakt
CJB00,CJB,CJB00,Discission av sekundär katarakt eller membran
CJB10,CJB,CJB10,Laserdiscission av sekundär katarakt eller membran
CJB20,CJB,CJB20,Evakuering och polering av sekundär katarakt
CJB30,CJB,CJB30,Excision av sekundär katarakt
CJB40,CJB,CJB40,Främre laserkapsulotomi
CJB99,CJB,CJB99,Annan operation vid sekundär katarakt
CJC,CJ,CJC,Intrakapsulära kataraktextraktioner
CJC00,CJC,CJC00,Intrakapsulär kataraktextraktion
CJC05,CJC,CJC05,Intrakapsulär kataraktextraktion med iridektomi eller iridotomi
CJC10,CJC,CJC10,Intrakapsulär kataraktextraktion med implantation av linsprotes i främre kammare
CJC15,CJC,CJC15,Intrakapsulär kataraktextraktion med iridektomi eller iridotomi och implantation av linsprotes i främre kammare
CJC20,CJC,CJC20,Intrakapsulär kataraktextraktion med implantation av linsprotes i bakre kammare
CJC25,CJC,CJC25,Intrakapsulär kataraktextraktion med iridektomi eller iridotomi och implantation av linsprotes i bakre kammare
CJC99,CJC,CJC99,Annan intrakapsulär kataraktoperation
CJD,CJ,CJD,Extrakapsulära kataraktextraktioner
CJD00,CJD,CJD00,Extrakapsulär kataraktextraktion
CJD05,CJD,CJD05,Extrakapsulär kataraktextraktion med iridektomi eller iridotomi
CJD10,CJD,CJD10,Extrakapsulär kataraktextraktion med implantation av linsprotes i främre kammare
CJD15,CJD,CJD15,Extrakapsulär kataraktextraktion med iridektomi eller iridotomi och implantation av linsprotes i främre kammare
CJD20,CJD,CJD20,Extrakapsulär kataraktextraktion med implantation av linsprotes i bakre kammare
CJD25,CJD,CJD25,Extrakapsulär kataraktextraktion med iridektomi eller iridotomi och implantation av linsprotes i bakre kammare
CJD30,CJD,CJD30,Kataraktextraktion eller linsextraktion via pars plana
CJD99,CJD,CJD99,Annan extrakapsulär kataraktoperation
CJE,CJ,CJE,Extrakapsulära kataraktoperationer med fakoemulsifikation
CJE00,CJE,CJE00,Fakoemulsifikation
CJE05,CJE,CJE05,Fakoemulsifikation med iridektomi eller iridotomi
CJE10,CJE,CJE10,Fakoemulsifikation med implantation av linsprotes i främre kammare
CJE15,CJE,CJE15,Fakoemulsifikation med iridektomi eller iridotomi och implantation av linsprotes i främre kammare
CJE20,CJE,CJE20,Fakoemulsifikation med implantation av linsprotes i bakre kammare
CJE25,CJE,CJE25,Fakoemulsifikation med iridektomi eller iridotomi och implantation av linsprotes i bakre kammare
CJE99,CJE,CJE99,Annan extrakapsulär kataraktoperation med fakoemulsifikation
CJF,CJ,CJF,Andra operationer med linsprotes
CJF00,CJF,CJF00,Sekundär implantation av linsprotes i främre kammare
CJF10,CJF,CJF10,Sekundär implantation av linsprotes i bakre kammare
CJF20,CJF,CJF20,Extraktion av linsprotes
CJF30,CJF,CJF30,Reposition av linsprotes
CJF40,CJF,CJF40,Utbyte av linsprotes i främre kammare
CJF45,CJF,CJF45,Utbyte av linsprotes i främre kammare med iridektomi eller iridotomi
CJF50,CJF,CJF50,Utbyte av linsprotes i bakre kammare
CJF55,CJF,CJF55,Utbyte av linsprotes i bakre kammare med iridektomi eller iridotomi
CJF99,CJF,CJF99,Annan operation med linsprotes
CJG,CJ,CJG,Operationer vid luxerad lins
CJG00,CJG,CJG00,Extraktion av luxerad lins
CJG05,CJG,CJG05,Extraktion av luxerad lins med iridektomi eller iridotomi
CJG10,CJG,CJG10,Extraktion av luxerad lins med implantation av linsprotes i främre kammare
CJG15,CJG,CJG15,Extraktion av luxerad lins med iridektomi eller iridotomi och implantation av linsprotes i främre kammare
CJG20,CJG,CJG20,Extraktion av luxerad lins med implantation av linsprotes i bakre kammare
CJG25,CJG,CJG25,Extraktion av luxerad lins med iridektomi eller iridotomi och implantation av linsprotes i bakre kammare
CJG99,CJG,CJG99,Annan operation vid luxerad lins
CJW,CJ,CJW,Andra operationer på linser
CJW99,CJW,CJW99,Annan operation på lins
CK,C,CK,"Operationer på åderhinnor, näthinnor och i glaskroppar"
CKA,CK,CKA,"Biopsier av åderhinnor, näthinnor och glaskroppar"
CKA00,CKA,CKA00,Biopsi av åderhinna
CKA10,CKA,CKA10,Biopsi av glaskropp
CKA20,CKA,CKA20,Biopsi av näthinna
CKB,CK,CKB,Operationer vid korioidalavlossning
CKB00,CKB,CKB00,Punktion och tömning av suprakorioidal vätska
CKB10,CKB,CKB10,Punktion och tömning av suprakorioidal vätska och injektion av glaskroppssubstitut
CKB99,CKB,CKB99,Annan operation vid korioidalavlossning
CKC,CK,CKC,"Extraokulära operationer på åderhinnor, näthinnor och i glaskroppar"
CKC00,CKC,CKC00,Fotoruptur i glaskropp
CKC10,CKC,CKC10,"Fotokoagulation av näthinna, lokal"
CKC12,CKC,CKC12,Fotokoagulation av näthinna
CKC15,CKC,CKC15,"Fotokoagulation av näthinna, panretinal"
CKC20,CKC,CKC20,Kryopexi på tilliggande näthinna
CKC30,CKC,CKC30,Kryopexi på avlöst näthinna
CKC40,CKC,CKC40,Elektrokoagulation av näthinna
CKC50,CKC,CKC50,Transskleral laserbehandling
CKC60,CKC,CKC60,Anbringande av episkleral plomb
CKC65,CKC,CKC65,Avlägsnande av episkleral plomb
CKC70,CKC,CKC70,Anbringande av episkleralt cerclage
CKC75,CKC,CKC75,Avlägsnande av episkleralt cerclage
CKC99,CKC,CKC99,"Annan extraokulär operation på åderhinna, näthinna eller i glaskropp"
CKD,CK,CKD,"Intraokulära operationer på åderhinnor, näthinnora och i glaskroppar"
CKD00,CKD,CKD00,Dekompressiv punktion av glaskropp
CKD05,CKD,CKD05,Injektion av läkemedel i glaskropp
CKD10,CKD,CKD10,Injektion av luft eller gas i glaskropp
CKD15,CKD,CKD15,Injektion av glaskroppssubstitut
CKD20,CKD,CKD20,Avlägsnande av glaskroppssubstitut
CKD25,CKD,CKD25,Externt dränage av subretinal vätska
CKD30,CKD,CKD30,Internt dränage av subretinal vätska
